Days,Advertiser verticals,Device categories,Creative size,Buyer networks,Revenue,Ad impressions,Ad eCPM (£)
6/1/20,Travel & Tourism,High-end mobile devices,320x50,Agency B,£0.23 ,692,£0.33 
6/1/20,Finance,High-end mobile devices,300x600,Agency C,£0.83 ,686,£1.21 
6/1/20,Sports & Fitness,Tablets,300x600,Agency B,£0.39 ,682,£0.57 
6/1/20,"Hobbies, Games & Leisure",Tablets,300x600,Agency B,£0.25 ,680,£0.37 
6/1/20,Dining & Nightlife,High-end mobile devices,320x50,Agency B,£0.10 ,677,£0.14 
6/1/20,Computers & Consumer Electronics,Tablets,Interstitial,Agency B,£1.79 ,667,£2.68 
6/1/20,Computers & Consumer Electronics,Tablets,970x250,Agency B,£0.18 ,666,£0.27 
6/1/20,Occasions & Gifts,Tablets,300x600,Agency B,£0.22 ,664,£0.34 
6/1/20,Health,Tablets,320x50,Agency B,£0.24 ,661,£0.37 
6/1/20,Jobs & Education,High-end mobile devices,300x600,Agency B,£0.63 ,650,£0.97 
6/1/20,Health,Desktop,728x90,Agency C,£0.31 ,650,£0.47 
6/1/20,Mobile Apps,Tablets,970x250,Agency B,£0.07 ,649,£0.11 
6/1/20,"Hobbies, Games & Leisure",Desktop,Video/Overlay,Agency C,£4.18 ,646,£6.47 
6/1/20,Apparel,High-end mobile devices,320x50,Agency A,£0.67 ,645,£1.05 
6/1/20,Food & Groceries,Tablets,300x250,Agency B,£0.17 ,643,£0.26 
6/1/20,Arts & Entertainment,High-end mobile devices,300x600,Agency B,£0.70 ,636,£1.09 
6/1/20,Internet & Telecom,Desktop,Native,Agency C,£1.49 ,635,£2.35 
6/1/20,Arts & Entertainment,Tablets,970x250,Agency B,£0.26 ,631,£0.41 
6/1/20,Jobs & Education,High-end mobile devices,Video/Overlay,Agency B,£0.83 ,624,£1.34 
6/1/20,Internet & Telecom,Tablets,970x250,Agency B,£0.29 ,623,£0.46 
6/1/20,Real Estate,Desktop,300x600,Agency B,£0.45 ,622,£0.73 
6/1/20,Real Estate,Tablets,300x250,Agency B,£0.22 ,622,£0.35 
6/1/20,Jobs & Education,Desktop,Video/Overlay,Agency B,£0.86 ,613,£1.40 
6/1/20,"Hobbies, Games & Leisure",High-end mobile devices,300x250,Agency C,£0.59 ,612,£0.97 
6/1/20,Health,High-end mobile devices,Video/Overlay,Agency B,£1.35 ,610,£2.21 
6/1/20,Food & Groceries,Desktop,300x600,Agency B,£0.65 ,610,£1.06 
6/1/20,Internet & Telecom,Tablets,Interstitial,Agency B,£2.30 ,599,£3.84 
6/1/20,Occasions & Gifts,Tablets,970x250,Agency B,£0.17 ,596,£0.28 
6/1/20,Internet & Telecom,Tablets,320x50,Agency B,£0.27 ,591,£0.46 
6/1/20,Health,Tablets,300x600,Agency B,£0.28 ,589,£0.47 
6/1/20,Food & Groceries,Tablets,728x90,Agency B,£0.14 ,582,£0.24 
6/1/20,"Hobbies, Games & Leisure",Tablets,Video/Overlay,Agency C,£4.27 ,575,£7.42 
6/1/20,Mobile Apps,Tablets,300x250,Agency B,£0.09 ,570,£0.15 
6/1/20,Law & Government,Desktop,728x90,Agency C,£0.17 ,566,£0.30 
6/1/20,(unknown),Desktop,300x250,Agency B,£0.09 ,563,£0.16 
6/1/20,"News, Books & Publications",Tablets,Interstitial,Agency B,£1.92 ,562,£3.41 
6/1/20,Internet & Telecom,High-end mobile devices,Native,Agency C,£1.47 ,561,£2.63 
6/1/20,Computers & Consumer Electronics,High-end mobile devices,300x250,Agency C,£0.60 ,561,£1.06 
6/1/20,Mobile Apps,Desktop,728x90,Agency B,£0.06 ,561,£0.10 
6/1/20,Business & Industrial,Tablets,Interstitial,Agency B,£1.60 ,558,£2.87 
6/1/20,Travel & Tourism,High-end mobile devices,300x250,Agency B,£0.36 ,557,£0.65 
6/1/20,Real Estate,High-end mobile devices,300x600,Agency B,£0.56 ,553,£1.02 
6/1/20,Health,High-end mobile devices,320x50,Agency E,£0.90 ,544,£1.65 
6/1/20,Home & Garden,Tablets,300x600,Agency B,£0.34 ,542,£0.63 
6/1/20,Computers & Consumer Electronics,Tablets,300x600,Agency B,£0.23 ,538,£0.42 
6/1/20,Family & Community,High-end mobile devices,300x250,Agency C,£0.36 ,537,£0.66 
6/1/20,Internet & Telecom,Tablets,300x600,Agency B,£0.30 ,534,£0.56 
6/1/20,Real Estate,Tablets,Native,Agency B,£0.37 ,533,£0.69 
6/1/20,Travel & Tourism,Tablets,Native,Agency B,£0.48 ,530,£0.90 
6/1/20,Apparel,Tablets,Interstitial,Agency B,£1.55 ,517,£2.99 
6/1/20,Law & Government,Tablets,Interstitial,Agency B,£1.62 ,516,£3.14 
6/1/20,Mobile Apps,High-end mobile devices,300x250,Agency B,£0.20 ,516,£0.38 
6/1/20,"Hobbies, Games & Leisure",Desktop,Video/Overlay,Agency B,£1.05 ,505,£2.07 
6/1/20,Autos & Vehicles,Desktop,Video/Overlay,Agency B,£0.63 ,494,£1.28 
6/1/20,"News, Books & Publications",Desktop,300x600,Agency B,£0.38 ,473,£0.80 
6/1/20,Apparel,High-end mobile devices,300x250,Agency C,£0.51 ,468,£1.09 
6/1/20,Beauty & Personal Care,Tablets,970x250,Agency B,£0.22 ,463,£0.47 
6/1/20,Occasions & Gifts,High-end mobile devices,Native,Agency B,£0.99 ,462,£2.14 
6/1/20,Law & Government,Tablets,Native,Agency B,£0.40 ,457,£0.87 
6/1/20,Beauty & Personal Care,High-end mobile devices,300x600,Agency B,£0.33 ,445,£0.75 
6/1/20,Business & Industrial,Desktop,Video/Overlay,Agency C,£2.73 ,443,£6.16 
6/1/20,Food & Groceries,Tablets,Video/Overlay,Agency B,£0.40 ,441,£0.91 
6/1/20,Internet & Telecom,Desktop,320x50,Agency B,£0.09 ,441,£0.21 
6/1/20,Dining & Nightlife,High-end mobile devices,Interstitial,Agency B,£1.29 ,438,£2.94 
6/1/20,Beauty & Personal Care,High-end mobile devices,300x250,Agency C,£0.75 ,438,£1.71 
6/1/20,Business & Industrial,High-end mobile devices,320x50,Agency C,£0.20 ,432,£0.45 
6/1/20,Food & Groceries,Desktop,728x90,Agency C,£0.13 ,431,£0.30 
6/1/20,Business & Industrial,Desktop,Native,Agency C,£0.06 ,419,£0.14 
6/1/20,Internet & Telecom,Desktop,970x250,Agency C,£0.55 ,416,£1.33 
6/1/20,Sports & Fitness,Desktop,728x90,Agency C,£0.08 ,413,£0.19 
6/1/20,Autos & Vehicles,High-end mobile devices,320x50,Agency C,£0.46 ,403,£1.15 
6/1/20,"Hobbies, Games & Leisure",High-end mobile devices,Video/Overlay,Agency B,£1.63 ,400,£4.07 
6/1/20,Mobile Apps,Tablets,Native,Agency B,£0.29 ,398,£0.74 
6/1/20,"News, Books & Publications",High-end mobile devices,300x600,Agency B,£0.28 ,395,£0.70 
6/1/20,Arts & Entertainment,High-end mobile devices,300x600,Agency C,£0.68 ,393,£1.72 
6/1/20,Occasions & Gifts,Tablets,728x90,Agency B,£0.11 ,392,£0.27 
6/1/20,Internet & Telecom,Desktop,300x600,Agency C,£0.52 ,390,£1.34 
6/1/20,Arts & Entertainment,Tablets,320x50,Agency C,£0.22 ,376,£0.57 
6/1/20,Family & Community,Tablets,300x600,Agency B,£0.15 ,376,£0.39 
6/1/20,Beauty & Personal Care,Tablets,Native,Agency B,£0.32 ,369,£0.86 
6/1/20,Occasions & Gifts,High-end mobile devices,300x600,Agency B,£0.18 ,368,£0.49 
6/1/20,"Hobbies, Games & Leisure",Tablets,320x50,Agency B,£0.16 ,366,£0.43 
6/1/20,Internet & Telecom,Tablets,300x250,Agency C,£0.22 ,365,£0.61 
6/1/20,Autos & Vehicles,Desktop,300x250,Agency C,£0.40 ,364,£1.09 
6/1/20,Travel & Tourism,Tablets,300x250,Agency B,£0.17 ,362,£0.46 
6/1/20,Law & Government,Desktop,300x250,Agency C,£0.16 ,357,£0.44 
6/1/20,Travel & Tourism,High-end mobile devices,300x600,Agency B,£0.39 ,356,£1.08 
6/1/20,Apparel,High-end mobile devices,Native,Agency C,£0.13 ,350,£0.37 
6/1/20,Food & Groceries,High-end mobile devices,320x50,Agency C,£0.43 ,346,£1.24 
6/1/20,"News, Books & Publications",Tablets,Native,Agency B,£0.28 ,346,£0.81 
6/1/20,Occasions & Gifts,High-end mobile devices,320x50,Agency B,£0.17 ,345,£0.48 
6/1/20,"Hobbies, Games & Leisure",Desktop,320x50,Agency C,£0.06 ,344,£0.17 
6/1/20,Apparel,High-end mobile devices,320x50,Agency C,£0.16 ,342,£0.47 
6/1/20,Business & Industrial,Tablets,320x50,Agency B,£0.13 ,339,£0.39 
6/1/20,Home & Garden,Desktop,Video/Overlay,Agency C,£2.53 ,337,£7.50 
6/1/20,Sports & Fitness,Tablets,728x90,Agency B,£0.09 ,337,£0.28 
6/1/20,Food & Groceries,High-end mobile devices,300x250,Agency C,£0.36 ,335,£1.09 
6/1/20,Business & Industrial,Tablets,Video/Overlay,Agency B,£0.43 ,333,£1.29 
6/1/20,Autos & Vehicles,High-end mobile devices,300x250,Agency C,£0.34 ,333,£1.01 
6/1/20,Arts & Entertainment,Tablets,300x600,Agency B,£0.11 ,332,£0.32 
6/1/20,Travel & Tourism,Tablets,728x90,Agency B,£0.07 ,329,£0.20 
6/1/20,"Hobbies, Games & Leisure",Desktop,300x600,Agency C,£0.25 ,327,£0.76 
6/1/20,Real Estate,Tablets,970x250,Agency B,£0.07 ,325,£0.23 
6/1/20,Apparel,High-end mobile devices,Video/Overlay,Agency B,£1.14 ,324,£3.51 
6/1/20,Autos & Vehicles,Tablets,320x50,Agency B,£0.11 ,324,£0.33 
6/1/20,Law & Government,Tablets,970x250,Agency B,£0.09 ,318,£0.30 
6/1/20,"Hobbies, Games & Leisure",Tablets,Interstitial,Agency B,£1.23 ,317,£3.87 
6/1/20,Business & Industrial,Desktop,970x250,Agency A,£0.39 ,315,£1.25 
6/1/20,Jobs & Education,Tablets,970x250,Agency B,£0.06 ,310,£0.20 
6/1/20,Arts & Entertainment,Desktop,320x50,Agency C,£0.11 ,307,£0.37 
6/1/20,Sports & Fitness,Tablets,970x250,Agency B,£0.07 ,306,£0.24 
6/1/20,Beauty & Personal Care,Desktop,320x50,Agency B,£0.05 ,304,£0.18 
6/1/20,Home & Garden,Desktop,Video/Overlay,Agency B,£1.02 ,301,£3.40 
6/1/20,Beauty & Personal Care,Desktop,300x600,Agency C,£0.26 ,299,£0.87 
6/1/20,Jobs & Education,Desktop,300x250,Agency C,£0.14 ,299,£0.48 
6/1/20,Mobile Apps,Tablets,728x90,Agency B,£0.02 ,299,£0.08 
6/1/20,Finance,High-end mobile devices,Video/Overlay,Agency C,£2.10 ,295,£7.11 
6/1/20,Food & Groceries,Desktop,Native,Agency B,£0.26 ,295,£0.89 
6/1/20,Apparel,Desktop,300x250,Agency C,£0.17 ,291,£0.60 
6/1/20,Autos & Vehicles,High-end mobile devices,300x250,Agency E,£0.59 ,290,£2.04 
6/1/20,Business & Industrial,Desktop,320x50,Agency B,£0.07 ,282,£0.24 
6/1/20,Beauty & Personal Care,Tablets,300x250,Agency C,£0.29 ,281,£1.03 
6/1/20,Travel & Tourism,Desktop,728x90,Agency C,£0.06 ,281,£0.21 
6/1/20,Business & Industrial,Desktop,300x600,Agency C,£0.12 ,280,£0.45 
6/1/20,Beauty & Personal Care,High-end mobile devices,300x600,Agency E,£0.81 ,279,£2.90 
6/1/20,Beauty & Personal Care,Desktop,728x90,Agency C,£0.26 ,277,£0.94 
6/1/20,Internet & Telecom,Desktop,Video/Overlay,Agency C,£0.77 ,276,£2.80 
6/1/20,Jobs & Education,Tablets,Native,Agency B,£0.30 ,275,£1.09 
6/1/20,Law & Government,Tablets,300x600,Agency B,£0.16 ,273,£0.58 
6/1/20,Food & Groceries,Desktop,300x250,Agency C,£0.23 ,271,£0.86 
6/1/20,Beauty & Personal Care,High-end mobile devices,300x250,Agency E,£0.74 ,269,£2.74 
6/1/20,Home & Garden,High-end mobile devices,Video/Overlay,Agency B,£1.47 ,264,£5.58 
6/1/20,Finance,High-end mobile devices,Native,Agency C,£0.25 ,264,£0.94 
6/1/20,"News, Books & Publications",Desktop,728x90,Agency C,£0.07 ,262,£0.26 
6/1/20,Business & Industrial,Desktop,970x250,Agency C,£0.15 ,260,£0.56 
6/1/20,Law & Government,High-end mobile devices,Video/Overlay,Agency B,£0.80 ,259,£3.11 
6/1/20,Food & Groceries,High-end mobile devices,Native,Agency B,£0.19 ,258,£0.74 
6/1/20,"News, Books & Publications",Desktop,300x250,Agency C,£0.07 ,255,£0.27 
6/1/20,Jobs & Education,Tablets,300x600,Agency B,£0.13 ,250,£0.51 
6/1/20,Dining & Nightlife,Tablets,728x90,Agency B,£0.03 ,246,£0.14 
6/1/20,Family & Community,Tablets,728x90,Agency C,£0.05 ,243,£0.20 
6/1/20,Health,Tablets,Interstitial,Agency B,£0.63 ,240,£2.63 
6/1/20,Internet & Telecom,Desktop,300x600,Agency E,£0.29 ,240,£1.22 
6/1/20,"Hobbies, Games & Leisure",Desktop,970x250,Agency C,£0.20 ,238,£0.84 
6/1/20,Apparel,Tablets,Video/Overlay,Agency B,£0.50 ,237,£2.09 
6/1/20,Law & Government,Desktop,Video/Overlay,Agency B,£0.83 ,235,£3.53 
6/1/20,Sports & Fitness,High-end mobile devices,300x250,Agency C,£0.21 ,231,£0.90 
6/1/20,Arts & Entertainment,Tablets,300x250,Agency C,£0.33 ,230,£1.43 
6/1/20,Health,Tablets,300x250,Agency C,£0.17 ,230,£0.74 
6/1/20,Finance,Tablets,Interstitial,Agency B,£0.73 ,229,£3.17 
6/1/20,Autos & Vehicles,High-end mobile devices,Video/Overlay,Agency B,£0.31 ,229,£1.36 
6/1/20,"News, Books & Publications",Tablets,970x250,Agency B,£0.19 ,224,£0.83 
6/1/20,Internet & Telecom,Desktop,970x250,Agency E,£0.27 ,221,£1.20 
6/1/20,Real Estate,Tablets,300x600,Agency B,£0.11 ,220,£0.48 
6/1/20,Real Estate,Desktop,Video/Overlay,Agency B,£0.63 ,213,£2.94 
6/1/20,Autos & Vehicles,Desktop,728x90,Agency C,£0.16 ,213,£0.74 
6/1/20,Apparel,Desktop,728x90,Agency C,£0.10 ,213,£0.46 
6/1/20,Home & Garden,Tablets,320x50,Agency B,£0.06 ,211,£0.30 
6/1/20,Home & Garden,High-end mobile devices,Native,Agency C,£0.19 ,209,£0.90 
6/1/20,Mobile Apps,High-end mobile devices,Native,Agency B,£0.15 ,208,£0.71 
6/1/20,Health,Desktop,300x600,Agency C,£0.16 ,206,£0.76 
6/1/20,Family & Community,Tablets,320x50,Agency B,£0.05 ,206,£0.25 
6/1/20,Arts & Entertainment,Tablets,728x90,Agency C,£0.16 ,205,£0.77 
6/1/20,Beauty & Personal Care,Tablets,320x50,Agency B,£0.06 ,203,£0.29 
6/1/20,Sports & Fitness,High-end mobile devices,320x50,Agency C,£0.16 ,202,£0.77 
6/1/20,Arts & Entertainment,Tablets,320x50,Agency B,£0.07 ,197,£0.34 
6/1/20,Home & Garden,Desktop,320x50,Agency B,£0.05 ,196,£0.26 
6/1/20,Family & Community,Tablets,Interstitial,Agency B,£0.79 ,193,£4.10 
6/1/20,Computers & Consumer Electronics,Desktop,320x50,Agency B,£0.11 ,193,£0.59 
6/1/20,Internet & Telecom,Tablets,320x50,Agency C,£0.09 ,193,£0.45 
6/1/20,Internet & Telecom,Tablets,300x600,Agency E,£0.26 ,191,£1.34 
6/1/20,Apparel,Desktop,320x50,Agency C,£0.05 ,191,£0.26 
6/1/20,Beauty & Personal Care,Tablets,300x600,Agency B,£0.11 ,190,£0.56 
6/1/20,Health,Tablets,728x90,Agency C,£0.06 ,190,£0.30 
6/1/20,Business & Industrial,Tablets,728x90,Agency C,£0.03 ,188,£0.18 
6/1/20,Apparel,High-end mobile devices,300x250,Agency A,£0.24 ,187,£1.28 
6/1/20,Travel & Tourism,Tablets,970x250,Agency B,£0.07 ,186,£0.37 
6/1/20,Real Estate,Tablets,Interstitial,Agency B,£0.59 ,184,£3.18 
6/1/20,Autos & Vehicles,Tablets,Interstitial,Agency B,£0.55 ,184,£3.01 
6/1/20,Food & Groceries,High-end mobile devices,300x600,Agency B,£0.14 ,183,£0.76 
6/1/20,Mobile Apps,High-end mobile devices,320x50,Agency B,£0.07 ,180,£0.36 
6/1/20,Autos & Vehicles,Desktop,320x50,Agency C,£0.04 ,180,£0.20 
6/1/20,Health,High-end mobile devices,300x250,Agency E,£0.33 ,179,£1.83 
6/1/20,Home & Garden,Tablets,300x250,Agency C,£0.20 ,177,£1.14 
6/1/20,Jobs & Education,Desktop,728x90,Agency C,£0.05 ,175,£0.26 
6/1/20,Business & Industrial,High-end mobile devices,300x600,Agency A,£0.18 ,173,£1.01 
6/1/20,Computers & Consumer Electronics,Tablets,728x90,Agency C,£0.02 ,173,£0.13 
6/1/20,Beauty & Personal Care,Desktop,Video/Overlay,Agency B,£0.72 ,172,£4.17 
6/1/20,Apparel,Tablets,320x50,Agency B,£0.06 ,167,£0.37 
6/1/20,Family & Community,Desktop,320x50,Agency B,£0.04 ,167,£0.21 
6/1/20,Home & Garden,Tablets,Interstitial,Agency B,£0.56 ,165,£3.38 
6/1/20,Apparel,High-end mobile devices,300x600,Agency A,£0.23 ,165,£1.39 
6/1/20,Family & Community,High-end mobile devices,320x50,Agency C,£0.07 ,165,£0.40 
6/1/20,Internet & Telecom,Desktop,728x90,Agency E,£0.24 ,164,£1.45 
6/1/20,Law & Government,High-end mobile devices,320x50,Agency E,£0.21 ,162,£1.32 
6/1/20,Internet & Telecom,Desktop,300x250,Agency E,£0.19 ,162,£1.20 
6/1/20,Autos & Vehicles,Desktop,320x50,Agency B,£0.03 ,160,£0.21 
6/1/20,Mobile Apps,Desktop,300x600,Agency B,£0.03 ,159,£0.19 
6/1/20,Computers & Consumer Electronics,Tablets,970x250,Agency C,£0.01 ,159,£0.06 
6/1/20,Apparel,Desktop,Video/Overlay,Agency C,£0.79 ,158,£5.01 
6/1/20,Home & Garden,Desktop,300x600,Agency C,£0.11 ,156,£0.72 
6/1/20,Mobile Apps,High-end mobile devices,300x600,Agency B,£0.03 ,156,£0.22 
6/1/20,Business & Industrial,Desktop,300x600,Agency A,£0.14 ,150,£0.91 
6/1/20,Real Estate,Desktop,300x250,Agency C,£0.09 ,149,£0.62 
6/1/20,Apparel,Desktop,320x50,Agency B,£0.02 ,149,£0.15 
6/1/20,"Hobbies, Games & Leisure",Tablets,300x250,Agency C,£0.09 ,146,£0.65 
6/1/20,Business & Industrial,High-end mobile devices,320x50,Agency A,£0.07 ,146,£0.51 
6/1/20,Health,Tablets,Video/Overlay,Agency B,£0.17 ,144,£1.19 
6/1/20,Autos & Vehicles,High-end mobile devices,300x600,Agency E,£0.20 ,142,£1.44 
6/1/20,Jobs & Education,High-end mobile devices,320x50,Agency C,£0.03 ,142,£0.20 
6/1/20,Home & Garden,Desktop,320x50,Agency C,£0.12 ,140,£0.83 
6/1/20,Occasions & Gifts,Tablets,Interstitial,Agency B,£0.39 ,137,£2.85 
6/1/20,Dining & Nightlife,Desktop,Native,Agency B,£0.21 ,135,£1.55 
6/1/20,Finance,Desktop,320x50,Agency B,£0.04 ,134,£0.29 
6/1/20,Mobile Apps,Tablets,Interstitial,Agency B,£0.38 ,132,£2.87 
6/1/20,"News, Books & Publications",Tablets,300x600,Agency B,£0.13 ,132,£1.00 
6/1/20,Jobs & Education,High-end mobile devices,300x250,Agency C,£0.10 ,132,£0.73 
6/1/20,Arts & Entertainment,Tablets,970x250,Agency C,£0.09 ,132,£0.71 
6/1/20,Home & Garden,Tablets,728x90,Agency C,£0.05 ,130,£0.36 
6/1/20,Finance,Tablets,320x50,Agency B,£0.06 ,129,£0.50 
6/1/20,Occasions & Gifts,Desktop,728x90,Agency C,£0.01 ,129,£0.06 
6/1/20,Apparel,High-end mobile devices,300x600,Agency C,£0.42 ,126,£3.37 
6/1/20,Internet & Telecom,Desktop,Video/Overlay,Agency B,£0.23 ,126,£1.79 
6/1/20,Travel & Tourism,Tablets,300x600,Agency B,£0.06 ,125,£0.49 
6/1/20,Sports & Fitness,Desktop,300x250,Agency C,£0.05 ,124,£0.44 
6/1/20,"Hobbies, Games & Leisure",Tablets,320x50,Agency C,£0.03 ,124,£0.28 
6/1/20,Business & Industrial,High-end mobile devices,300x250,Agency A,£0.11 ,121,£0.92 
6/1/20,Finance,Tablets,300x600,Agency C,£0.11 ,120,£0.95 
6/1/20,Arts & Entertainment,Desktop,Video/Overlay,Agency B,£0.26 ,119,£2.17 
6/1/20,Computers & Consumer Electronics,Tablets,320x50,Agency B,£0.04 ,118,£0.32 
6/1/20,Finance,Desktop,Video/Overlay,Agency B,£0.38 ,116,£3.29 
6/1/20,Home & Garden,High-end mobile devices,Video/Overlay,Agency C,£1.44 ,113,£12.71 
6/1/20,Home & Garden,Tablets,320x50,Agency C,£0.15 ,110,£1.34 
6/1/20,Autos & Vehicles,Tablets,Video/Overlay,Agency B,£0.09 ,110,£0.84 
6/1/20,Food & Groceries,Tablets,320x50,Agency B,£0.05 ,110,£0.44 
6/1/20,Finance,Tablets,Video/Overlay,Agency C,£0.70 ,109,£6.46 
6/1/20,Law & Government,High-end mobile devices,300x250,Agency E,£0.16 ,109,£1.47 
6/1/20,Autos & Vehicles,High-end mobile devices,Native,Agency C,£0.06 ,109,£0.55 
6/1/20,Business & Industrial,High-end mobile devices,Video/Overlay,Agency C,£0.70 ,108,£6.52 
6/1/20,Dining & Nightlife,High-end mobile devices,300x250,Agency B,£0.06 ,108,£0.51 
6/1/20,"Hobbies, Games & Leisure",Tablets,728x90,Agency C,£0.07 ,107,£0.66 
6/1/20,Computers & Consumer Electronics,Desktop,Native,Agency C,£0.08 ,106,£0.75 
6/1/20,Business & Industrial,Tablets,300x250,Agency C,£0.05 ,106,£0.50 
6/1/20,Apparel,Desktop,300x600,Agency C,£0.11 ,103,£1.10 
6/1/20,Health,Tablets,320x50,Agency C,£0.09 ,103,£0.83 
6/1/20,Internet & Telecom,Tablets,300x250,Agency E,£0.12 ,102,£1.21 
6/1/20,"Hobbies, Games & Leisure",High-end mobile devices,Interstitial,Agency C,£0.45 ,101,£4.44 
6/1/20,Real Estate,Desktop,728x90,Agency C,£0.09 ,101,£0.86 
6/1/20,Internet & Telecom,Tablets,970x250,Agency E,£0.10 ,98,£1.02 
6/1/20,"News, Books & Publications",Tablets,320x50,Agency B,£0.04 ,98,£0.40 
6/1/20,Law & Government,Tablets,320x50,Agency B,£0.05 ,97,£0.51 
6/1/20,Finance,Tablets,Native,Agency C,£0.04 ,97,£0.42 
6/1/20,Dining & Nightlife,Desktop,970x250,Agency B,£0.08 ,96,£0.85 
6/1/20,Home & Garden,Desktop,970x250,Agency C,£0.07 ,96,£0.71 
6/1/20,Family & Community,Tablets,300x250,Agency C,£0.03 ,96,£0.27 
6/1/20,Internet & Telecom,Tablets,Native,Agency C,£0.11 ,95,£1.18 
6/1/20,Food & Groceries,Tablets,Native,Agency B,£0.06 ,95,£0.63 
6/1/20,Business & Industrial,Tablets,320x50,Agency C,£0.02 ,95,£0.17 
6/1/20,Dining & Nightlife,High-end mobile devices,Native,Agency B,£0.12 ,94,£1.29 
6/1/20,Mobile Apps,Tablets,300x600,Agency B,£0.01 ,94,£0.05 
6/1/20,Autos & Vehicles,Desktop,300x600,Agency C,£0.09 ,93,£0.93 
6/1/20,Jobs & Education,Tablets,320x50,Agency B,£0.03 ,93,£0.38 
6/1/20,Jobs & Education,Desktop,320x50,Agency B,£0.03 ,92,£0.34 
6/1/20,Health,High-end mobile devices,300x600,Agency C,£0.08 ,90,£0.91 
6/1/20,Arts & Entertainment,High-end mobile devices,Video/Overlay,Agency B,£0.21 ,89,£2.34 
6/1/20,Computers & Consumer Electronics,Desktop,Video/Overlay,Agency B,£0.19 ,89,£2.14 
6/1/20,Health,Desktop,970x250,Agency C,£0.08 ,88,£0.91 
6/1/20,Food & Groceries,Tablets,728x90,Agency C,£0.02 ,88,£0.22 
6/1/20,Business & Industrial,Desktop,320x50,Agency C,£0.01 ,86,£0.15 
6/1/20,Computers & Consumer Electronics,Desktop,Video/Overlay,Agency C,£0.81 ,84,£9.61 
6/1/20,Health,Desktop,320x50,Agency C,£0.04 ,83,£0.43 
6/1/20,Business & Industrial,High-end mobile devices,Native,Agency C,£0.11 ,82,£1.30 
6/1/20,Health,High-end mobile devices,300x600,Agency E,£0.14 ,81,£1.76 
6/1/20,Food & Groceries,Desktop,Video/Overlay,Agency C,£0.11 ,81,£1.40 
6/1/20,Food & Groceries,Desktop,320x50,Agency B,£0.02 ,81,£0.19 
6/1/20,Autos & Vehicles,Tablets,300x250,Agency C,£0.05 ,80,£0.63 
6/1/20,Dining & Nightlife,Desktop,300x600,Agency B,£0.05 ,79,£0.60 
6/1/20,Sports & Fitness,Tablets,728x90,Agency C,£0.02 ,79,£0.29 
6/1/20,Dining & Nightlife,High-end mobile devices,320x50,Agency C,£0.08 ,78,£0.98 
6/1/20,Food & Groceries,Tablets,970x250,Agency B,£0.03 ,78,£0.32 
6/1/20,Health,High-end mobile devices,Native,Agency C,£0.06 ,77,£0.76 
6/1/20,Occasions & Gifts,Desktop,320x50,Agency B,£0.05 ,77,£0.61 
